Instructor,Course,Term,Enrolled/Resp Rate,Avg Grade Received,Avg Hours Worked,Student Learning,Course Structure,Class Environment
Sociology,SOCI 115 - Social Problems,"Potiker, Spencer Louis",SOCI 115 - Social Problems (A00),S123,37(24.32%),"3.37                                             
                                    (B+)",5.56,4.44,4.42,4.46
Sociology,"SOCI 117 - Language, Culture & Education","Jones, Gabrielle Anastasia","SOCI 117 - Language, Culture & Education (A00)",SP24,68(64.71%),"3.63                                             
                                    (B+)",4.81,4.40,4.46,4.66
Sociology,"SOCI 117 - Language, Culture & Education","Jones, Makeba","SOCI 117 - Language, Culture & Education (A00)",WI24,69(24.64%),"3.77                                             
                                    (A-)",5.76,4.57,4.53,4.65
Sociology,"SOCI 117 - Language, Culture & Education","Jones, Makeba","SOCI 117 - Language, Culture & Education (A00)",FA23,65(24.62%),"3.77                                             
                                    (A-)",5.31,4.67,4.41,4.78
Sociology,SOCI 118 - Sociology of Gender,"Blair-Loy, Mary",SOCI 118 - Sociology of Gender (A00),FA23,63(36.51%),"3.05                                             
                                    (B)",6.30,4.05,3.87,4.37
Sociology,SOCI 118E - Sociology of Language,"Ng, Kwai",SOCI 118E - Sociology of Language (A00),S123,15(26.67%),"3.46                                             
                                    (B+)",6.25,4.60,4.69,4.73
Sociology,"SOCI 120T - Spec Top/Cult,Lang&Soc Interac","Geva, Dan","SOCI 120T - Spec Top/Cult,Lang&Soc Interac (A00)",SP24,12(41.67%),"3.90                                             
                                    (A-)",3.00,4.70,4.55,4.65
Sociology,"SOCI 120T - Spec Top/Cult,Lang&Soc Interac","Skrentny, John David","SOCI 120T - Spec Top/Cult,Lang&Soc Interac (A00)",WI24,34(38.24%),"3.29                                             
                                    (B)",3.00,3.88,3.87,4.27
Sociology,"SOCI 120T - Spec Top/Cult,Lang&Soc Interac","Lewis, Kevin Michael","SOCI 120T - Spec Top/Cult,Lang&Soc Interac (B00)",FA23,56(64.29%),"3.88                                             
                                    (A-)",5.28,4.81,4.70,4.81
Sociology,SOCI 121R - Economy and Society,"Pardo Guerra, Juan Pablo",SOCI 121R - Economy and Society (A00),WI24,110(29.09%),"3.52                                             
                                    (B+)",4.87,4.04,3.83,4.19
Sociology,SOCI 121R - Economy and Society,"Pardo Guerra, Juan Pablo",SOCI 121R - Economy and Society (A00),S223,36(8.33%),"3.47                                             
                                    (B+)",8.33,4.50,4.33,4.42
Sociology,SOCI 122 - Social Networks,"Lewis, Kevin Michael",SOCI 122 - Social Networks (A00),FA23,120(45.83%),"3.68                                             
                                    (B+)",5.45,4.78,4.71,4.74
Sociology,SOCI 123 - Japanese Culture Inside/Out,"Tirshfield, Jeffrey T",SOCI 123 - Japanese Culture Inside/Out (A00),SP24,37(51.35%),"2.55                                             
                                    (C+)",6.00,4.21,4.08,4.34
Sociology,SOCI 123 - Japanese Culture Inside/Out,"Tirshfield, Jeffrey T",SOCI 123 - Japanese Culture Inside/Out (A00),FA23,43(27.91%),"2.64                                             
                                    (C+)",6.25,4.50,4.23,4.75
Sociology,SOCI 125 - Sociology of Immigration,"Calderon-Zaks, Michael Aar",SOCI 125 - Sociology of Immigration (A00),SP24,54(72.22%),"3.76                                             
                                    (A-)",4.08,4.34,4.35,4.58
Sociology,SOCI 125 - Sociology of Immigration,"Calderon-Zaks, Michael Aar",SOCI 125 - Sociology of Immigration (A00),FA23,141(81.56%),"3.81                                             
                                    (A-)",5.52,4.22,4.19,4.43
Sociology,"SOCI 125M - Soc/Refugee, Asylum, Migration","Fitzgerald, David S","SOCI 125M - Soc/Refugee, Asylum, Migration (A00)",WI24,47(36.17%),"3.24                                             
                                    (B)",5.06,4.28,4.36,4.33
Sociology,SOCI 126 - Social Organization/Education,"Jones, Makeba",SOCI 126 - Social Organization/Education (A00),SP24,60(21.67%),"3.52                                             
                                    (B+)",4.85,4.94,4.83,4.92
Sociology,SOCI 126 - Social Organization/Education,"Pitt, Richard Norris",SOCI 126 - Social Organization/Education (A00),WI24,22(59.09%),"2.79                                             
                                    (B-)",5.15,4.71,4.37,4.65
Sociology,SOCI 126 - Social Organization/Education,"Jones, Makeba",SOCI 126 - Social Organization/Education (A00),FA23,60(28.33%),"3.50                                             
                                    (B+)",5.88,4.63,4.52,4.78
Sociology,SOCI 126 - Social Organization/Education,"Jones, Makeba",SOCI 126 - Social Organization/Education (A00),S123,14(28.57%),"3.50                                             
                                    (B+)",6.25,4.81,4.75,4.87
Sociology,SOCI 126 - Social Organization/Education,"Gallagher-Geurtsen, Tricia Meghan",SOCI 126 - Social Organization/Education (A00),SP23,58(58.62%),"3.56                                             
                                    (B+)",6.32,4.32,4.31,4.67
Sociology,"SOCI 127 - Immigration, Race, & Ethnicity","Calderon-Zaks, Michael Aar","SOCI 127 - Immigration, Race, & Ethnicity (A00)",FA23,70(92.86%),"3.74                                             
                                    (A-)",5.62,4.06,3.94,4.28
Sociology,"SOCI 127 - Immigration, Race, & Ethnicity","Lee, Da Som","SOCI 127 - Immigration, Race, & Ethnicity (A00)",S123,47(61.70%),"3.41                                             
                                    (B+)",7.59,4.34,4.38,4.45
Sociology,SOCI 131 - Sociology Of Youth,"Thorpe, Charles Robert",SOCI 131 - Sociology Of Youth (A00),FA23,46(47.83%),"2.89                                             
                                    (B-)",7.05,3.47,3.10,3.83
Sociology,SOCI 131 - Sociology Of Youth,"Thorpe, Charles Robert",SOCI 131 - Sociology Of Youth (A00),S223,44(13.64%),"2.89                                             
                                    (B-)",8.33,4.13,3.91,4.08
Sociology,SOCI 131 - Sociology Of Youth,"Thorpe, Charles Robert",SOCI 131 - Sociology Of Youth (A00),SP23,44(47.73%),"2.89                                             
                                    (B-)",7.38,4.40,4.15,4.50
Sociology,SOCI 132 - Gender and Work,"Blair-Loy, Mary",SOCI 132 - Gender and Work (A00),FA23,69(24.64%),"3.59                                             
                                    (B+)",5.59,3.46,3.31,3.90
Sociology,SOCI 133 - Immigration/Comparative Perspt,"Calderon-Zaks, Michael Aar",SOCI 133 - Immigration/Comparative Perspt (A00),SP24,55(76.36%),"3.69                                             
                                    (B+)",4.00,4.48,4.39,4.49
Sociology,SOCI 133E - Sociology of Race & Ethnicity,"Pitt, Richard Norris",SOCI 133E - Sociology of Race & Ethnicity (A00),WI24,44(50.00%),"3.21                                             
                                    (B)",4.91,4.85,4.66,4.78
Sociology,SOCI 135 - Medical Sociology,"Ruiz, Jonathan Joseph",SOCI 135 - Medical Sociology (A00),SP24,52(32.69%),"3.47                                             
                                    (B+)",3.24,4.63,4.53,4.60
Sociology,SOCI 135 - Medical Sociology,"Payne, Christine Anna",SOCI 135 - Medical Sociology (A00),FA23,138(21.01%),"3.89                                             
                                    (A-)",5.34,4.62,4.58,4.70
Sociology,SOCI 135 - Medical Sociology,"Payne, Christine Anna",SOCI 135 - Medical Sociology (A00),S223,50(16.00%),"3.89                                             
                                    (A-)",6.88,4.73,4.81,4.84
Sociology,SOCI 136 - Data and Society,"Ruiz, Jonathan Joseph",SOCI 136 - Data and Society (A00),SP24,54(33.33%),"3.50                                             
                                    (B+)",3.11,4.48,4.42,4.60
Sociology,SOCI 136F - Soc/Mental Illness/Contemp Soc,"Gong, Neil M",SOCI 136F - Soc/Mental Illness/Contemp Soc (A00),FA23,69(46.38%),"3.17                                             
                                    (B)",5.63,4.47,4.03,4.45
Sociology,SOCI 138 - Genetics and Society,"Ruiz, Jonathan Joseph",SOCI 138 - Genetics and Society (A00),WI24,71(28.17%),"3.32                                             
                                    (B+)",3.40,4.51,4.48,4.58
Sociology,SOCI 138 - Genetics and Society,"Ruiz, Jonathan Joseph",SOCI 138 - Genetics and Society (A00),FA23,120(31.67%),"3.32                                             
                                    (B+)",5.39,4.52,4.44,4.66
Sociology,SOCI 138GS - Genetics and Society,"Navon, Daniel",SOCI 138GS - Genetics and Society (A00),S123,20(20.00%),"3.68                                             
                                    (B+)",7.50,4.75,4.81,4.75
Sociology,"SOCI 139 - Socl Inequal:Class,Race,Gender","Ribas Norris, Janet Vanesa","SOCI 139 - Socl Inequal:Class,Race,Gender (A00)",SP24,69(44.93%),"3.58                                             
                                    (B+)",4.42,4.35,4.20,4.47
Sociology,"SOCI 139 - Socl Inequal:Class,Race,Gender","Crofts, Christine","SOCI 139 - Socl Inequal:Class,Race,Gender (A00)",WI24,74(35.14%),"3.95                                             
                                    (A-)",2.69,4.59,4.77,4.83
Sociology,SOCI 140J - Sociology of Social Justice,"Estefan, Michel",SOCI 140J - Sociology of Social Justice (A00),SP24,119(92.44%),"3.45                                             
                                    (B+)",4.69,4.75,4.71,4.77
Sociology,SOCI 140J - Sociology of Social Justice,"Estefan, Michel",SOCI 140J - Sociology of Social Justice (A00),SP23,75(97.33%),"3.54                                             
                                    (B+)",5.62,4.70,4.66,4.83
Sociology,SOCI 141 - Crime And Society,"Summers, Valerie R.",SOCI 141 - Crime And Society (A00),FA23,134(23.88%),"2.91                                             
                                    (B-)",5.47,4.55,4.54,4.73
Sociology,SOCI 142 - Social Deviance,"Crofts, Christine",SOCI 142 - Social Deviance (A00),SP24,74(31.08%),"3.89                                             
                                    (A-)",3.26,4.62,4.67,4.67
Sociology,SOCI 143 - Suicide,"Rogers, Julia Ellen",SOCI 143 - Suicide (A00),WI24,71(19.72%),"3.58                                             
                                    (B+)",4.43,4.00,3.84,3.75
Sociology,SOCI 144P - Sociology of Policing,"Estefan, Michel",SOCI 144P - Sociology of Policing (A00),WI24,92(93.48%),"3.52                                             
                                    (B+)",4.40,4.84,4.76,4.80
Sociology,SOCI 145 - Violence and Society,"Gonzalez Paz Paredes, Camila",SOCI 145 - Violence and Society (A00),S123,29(17.24%),"3.14                                             
                                    (B)",8.00,4.55,4.30,4.55
Sociology,SOCI 146 - Criminal Punishment,"Summers, Valerie R.",SOCI 146 - Criminal Punishment (A00),SP24,128(12.50%),"3.49                                             
                                    (B+)",4.50,4.62,4.64,4.81
Sociology,SOCI 148 - Political Sociology,"Payne, Christine Anna",SOCI 148 - Political Sociology (A00),WI24,137(24.09%),"3.73                                             
                                    (A-)",4.94,4.71,4.63,4.67
Sociology,SOCI 148 - Political Sociology,"Payne, Christine Anna",SOCI 148 - Political Sociology (A00),FA23,83(28.92%),"3.73                                             
                                    (A-)",6.67,4.80,4.82,4.81
Sociology,SOCI 148E - Inequality and Jobs,"Calderon-Zaks, Michael Aar",SOCI 148E - Inequality and Jobs (A00),FA23,48(87.50%),"3.61                                             
                                    (B+)",5.37,4.15,4.03,4.32
Sociology,SOCI 149 - Sociology of the Environment,"Alvarez, Camila Huerta",SOCI 149 - Sociology of the Environment (A00),WI24,31(35.48%),"3.65                                             
                                    (B+)",4.45,4.11,4.34,4.55
Sociology,SOCI 150 - Madness and the Movies,"Victoria Torres, Pablo",SOCI 150 - Madness and the Movies (A00),WI24,47(57.45%),"4.00                                             
                                    (A)",2.48,4.68,4.73,4.74
Sociology,SOCI 151 - Social Movements,"Calderon-Zaks, Michael Aar",SOCI 151 - Social Movements (A),SP23,48,53,3.81 (A-),5.00
Sociology,SOCI 151 - Social Movements,"Calderon-Zaks, Michael Aar",SOCI 151 - Social Movements (A),WI23,68,84,3.70 (B+),4.23
Sociology,SOCI 151 - Social Movements,"Calderon-Zaks, Michael Aar",SOCI 151 - Social Movements (A),SP22,51,65,3.73 (A-),3.52
Sociology,SOCI 151 - Social Movements,"Goldman, Harvey Stern",SOCI 151 - Social Movements (A),FA20,31,54,2.85 (B-),4.77
Sociology,SOCI 151 - Social Movements,"Goldman, Harvey Stern",SOCI 151 - Social Movements (A),FA19,25,66,3.36 (B+),3.75
Sociology,SOCI 151 - Social Movements,"Goldman, Harvey Stern",SOCI 151 - Social Movements (A),FA18,14,41,3.09 (B),4.04
Sociology,SOCI 153 - Urban Sociology,"Shmaryahu Yeshurun, Yael",SOCI 153 - Urban Sociology (A00),WI24,41(68.29%),"3.70                                             
                                    (B+)",3.86,3.96,3.92,4.32
Sociology,SOCI 154 - Religious Institutions/America,"Ostovany, Khashayar",SOCI 154 - Religious Institutions/America (A00),WI24,17(64.71%),"3.63                                             
                                    (B+)",5.18,4.68,4.72,4.95
Sociology,SOCI 156 - Sociology of Religion,"Ostovany, Khashayar",SOCI 156 - Sociology of Religion (A00),SP24,37(70.27%),"3.64                                             
                                    (B+)",5.54,4.46,4.29,4.54
Sociology,SOCI 157 - Religion/Contemporary Society,"Jules-Rosette, Bennetta W.",SOCI 157 - Religion/Contemporary Society (A00),SP24,12(66.67%),"3.51                                             
                                    (B+)",6.50,4.41,4.63,4.52
Sociology,SOCI 157 - Religion/Contemporary Society,"Jules-Rosette, Bennetta W.",SOCI 157 - Religion/Contemporary Society (B00),S223,33(12.12%),"4.00                                             
                                    (A)",6.25,5.00,5.00,5.00
Sociology,SOCI 158 - Islam in the Modern World,"Ostovany, Khashayar",SOCI 158 - Islam in the Modern World (A00),WI24,22(36.36%),"3.31                                             
                                    (B+)",4.25,4.03,4.06,4.26
Sociology,SOCI 159 - Spec Top/Soc/Organztns&Institn,"Estefan, Michel",SOCI 159 - Spec Top/Soc/Organztns&Institn (A00),SP24,111(90.09%),"3.38                                             
                                    (B+)",4.90,4.76,4.71,4.79
Sociology,SOCI 159 - Spec Top/Soc/Organztns&Institn,"Weinreb, Brad Allen",SOCI 159 - Spec Top/Soc/Organztns&Institn (A00),WI24,30(23.33%),"3.62                                             
                                    (B+)",5.57,4.68,4.59,4.70
Sociology,SOCI 159 - Spec Top/Soc/Organztns&Institn,"Estefan, Michel",SOCI 159 - Spec Top/Soc/Organztns&Institn (A00),SP23,66(92.42%),"3.38                                             
                                    (B+)",5.90,4.72,4.65,4.76
Sociology,SOCI 160 - Sociology of Culture,"Payne, Christine Anna",SOCI 160 - Sociology of Culture (A00),WI24,64(29.69%),"3.42                                             
                                    (B+)",5.63,4.78,4.68,4.84
Sociology,SOCI 160 - Sociology of Culture,"Medvetz, Thomas Matthew",SOCI 160 - Sociology of Culture (A00),FA23,17(35.29%),"3.29                                             
                                    (B)",5.00,4.42,4.58,4.75
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E - Law and Culture (A),S121,4,23,3.13 (B),4.00
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E - Law and Culture (A),S120,14,51,3.27 (B),6.64
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E - Law and Culture (A),S119,6,35,3.05 (B),7.00
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E - Law and Culture (A),S118,7,24,3.40 (B+),3.07
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E - Law and Culture (A),FA17,11,39,3.55 (B+),3.23
Sociology,SOCI 160E - Law and Culture,"Lee, Jack Jin Gary",SOCI 160E - Law and Culture (A),FA15,17,31,3.34 (B+),6.37
Sociology,SOCI 160E - Law and Culture,"Tirshfield, Jeffrey T",SOCI 160E - Law and Culture (A),FA14,7,16,N/A,6.79
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E - Law and Culture (A),S114,4,23,3.30 (B+),5.17
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E - Law and Culture (A),WI14,13,50,3.61 (B+),4.35
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E - Law and Culture (A),S113,5,20,3.58 (B+),8.90
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E - Law and Culture (A),WI13,22,57,3.77 (A-),6.23
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E  - Law and Culture                (A),S212,8,28,3.52 (B+),6.50
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E  - Law and Culture                (A),S111,11,25,3.20 (B),7.77
Sociology,SOCI 160E - Law and Culture,"Ng, Kwai",SOCI 160E  - Law and Culture                (A),FA10,43,110,3.10 (B),5.38
Sociology,SOCI 161 - Sociology of the Life Course,"Arnal, Maud Marie Leonie",SOCI 161 - Sociology of the Life Course (A00),SP24,28(28.57%),"3.51                                             
                                    (B+)",5.00,4.74,4.77,4.81
Sociology,SOCI 162 - Popular Culture,"Holkenbrink-Monk, Charlene",SOCI 162 - Popular Culture (A00),SP24,49(24.49%),"3.54                                             
                                    (B+)",4.50,4.83,4.83,4.88
Sociology,SOCI 162 - Popular Culture,"Rogers, Julia Ellen",SOCI 162 - Popular Culture (A00),FA23,51(35.29%),"3.32                                             
                                    (B+)",5.00,4.24,4.14,4.38
Sociology,SOCI 163 - Migration and the Law,"Fitzgerald, David S",SOCI 163 - Migration and the Law (A00),FA23,36(33.33%),"3.09                                             
                                    (B)",5.83,4.40,4.46,4.54
Sociology,SOCI 165 - Predicting the Future,"Rona-Tas, Akos",SOCI 165 - Predicting the Future (A00),SP24,69(24.64%),"3.71                                             
                                    (A-)",3.59,4.21,4.18,4.31
Sociology,SOCI 166 - Sociology of Knowledge,"Hellman, Jacob",SOCI 166 - Sociology of Knowledge (A),FA22,26,46,3.18 (B),5.86
Sociology,SOCI 166 - Sociology of Knowledge,"Lampland, Martha",SOCI 166 - Sociology of Knowledge (A),FA20,3,14,N/A,8.50
Sociology,SOCI 166 - Sociology of Knowledge,"Lampland, Martha",SOCI 166 - Sociology of Knowledge (A),WI19,9,19,N/A,4.50
Sociology,SOCI 166 - Sociology of Knowledge,"Lampland, Martha",SOCI 166 - Sociology of Knowledge         (A),SP10,10,23,2.79 (B-),3.70
Sociology,SOCI 170 - Gender and Science,"Lampland, Martha",SOCI 170 - Gender and Science (A00),WI24,12(33.33%),"3.45                                             
                                    (B+)",4.50,4.88,4.38,4.40
Sociology,SOCI 171 - Technology and Society,"Thorpe, Charles Robert",SOCI 171 - Technology and Society (A00),SP24,16(25.00%),"2.87                                             
                                    (B-)",5.50,3.88,3.69,4.13
Sociology,SOCI 171 - Technology and Society,"Thorpe, Charles Robert",SOCI 171 - Technology and Society (A00),SP23,23(60.87%),"2.94                                             
                                    (B-)",7.50,4.09,3.55,4.02
Sociology,SOCI 172 - Films And Society,"Rona-Tas, Akos",SOCI 172 - Films And Society (A00),FA23,36(22.22%),"3.65                                             
                                    (B+)",6.25,4.69,4.25,4.48
Sociology,"SOCI 173 - Soc/Health, Illness, Medicine","Crofts, Christine","SOCI 173 - Soc/Health, Illness, Medicine (A00)",SP24,119(26.05%),"3.96                                             
                                    (A-)",2.74,4.61,4.66,4.70
Sociology,SOCI 174 - Human Rights I: Introduction,"Shafir, Gershon",SOCI 174 - Human Rights I: Introduction (A00),WI24,45(24.44%),"3.36                                             
                                    (B+)",7.09,3.91,3.98,4.30
Sociology,SOCI 175 - Nationality and Citizenship,"Calderon-Zaks, Michael Aar",SOCI 175 - Nationality and Citizenship (A00),WI24,74(78.38%),"3.75                                             
                                    (A-)",3.84,4.31,4.32,4.49
Sociology,SOCI 180 - Social Movemnts&Social Protest,"Ostovany, Khashayar",SOCI 180 - Social Movemnts&Social Protest (A00),SP24,32(81.25%),"3.34                                             
                                    (B+)",4.77,4.32,4.35,4.47
Sociology,SOCI 180 - Social Movemnts&Social Protest,"Calderon-Zaks, Michael Aar",SOCI 180 - Social Movemnts&Social Protest (A00),WI24,56(76.79%),"3.76                                             
                                    (A-)",3.84,4.30,4.25,4.51
Sociology,SOCI 183 - Geography/American Opportunity,"Sutton, April Marie",SOCI 183 - Geography/American Opportunity (A00),SP24,23(34.78%),"3.72                                             
                                    (A-)",6.25,4.44,4.56,4.55
Sociology,SOCI 184 - Gender and Film,"Placek, Karolina Liba",SOCI 184 - Gender and Film (A),WI21,22,59,3.51 (B+),3.90
Sociology,SOCI 184 - Gender and Film,"Livingstone, Stacey Bryley",SOCI 184 - Gender and Film (A),S120,10,34,3.93 (A-),3.61
Sociology,SOCI 184 - Gender and Film,"Crowder, Catherine Anne",SOCI 184 - Gender and Film (A),FA19,3,15,N/A,6.50
Sociology,SOCI 184 - Gender and Film,"Livingstone, Stacey Bryley",SOCI 184 - Gender and Film (A),S119,9,24,3.52 (B+),9.17
Sociology,SOCI 184 - Gender and Film,"Livingstone, Stacey Bryley",SOCI 184 - Gender and Film (A),FA18,24,45,3.59 (B+),5.83
Sociology,SOCI 184 - Gender and Film,"McVey, Cristin M",SOCI 184 - Gender and Film (A),WI17,15,38,3.09 (B),3.33
Sociology,SOCI 184 - Gender and Film,"Lawston, Jodie M",SOCI 184 - Gender and Film (A),WI16,36,76,3.86 (A-),3.70
Sociology,SOCI 184 - Gender and Film,"Klatch, Rebecca",SOCI 184 - Gender and Film (A),FA14,10,23,2.41 (C+),3.75
Sociology,SOCI 184 - Gender and Film,"Klatch, Rebecca",SOCI 184   - Gender and Film                (A),S112,10,27,2.30 (C+),8.10
Sociology,SOCI 184 - Gender and Film,"Klatch, Rebecca",SOCI 184   - Gender and Film                (A),S111,8,21,2.51 (C+),7.75
Sociology,SOCI 184 - Gender and Film,"Klatch, Rebecca",SOCI 184   - Gender and Film                (A),WI11,22,38,2.46 (C+),3.41
Sociology,SOCI 184 - Gender and Film,"Klatch, Rebecca",SOCI 184 - Gender and Film                (A),FA09,13,17,N/A,2.81
Sociology,SOCI 185 - Globalization & Social Develop,"Kohler, Kristopher M.",SOCI 185 - Globalization & Social Develop (A00),SP24,11(27.27%),"3.21                                             
                                    (B)",6.33,4.92,4.50,5.00
Sociology,SOCI 188 - Field Research in Migrant Comm,"Andrews, Abigail Leslie",SOCI 188 - Field Research in Migrant Comm (A),WI22,7,23,3.75 (A-),10.79
Sociology,SOCI 188 - Field Research in Migrant Comm,"Andrews, Abigail Leslie",SOCI 188 - Field Research in Migrant Comm (A),WI21,8,30,3.88 (A-),8.25
Sociology,SOCI 188 - Field Research in Migrant Comm,"Andrews, Abigail Leslie",SOCI 188 - Field Research in Migrant Comm (A),WI20,6,25,3.85 (A-),11.30
Sociology,SOCI 188D - Latin Amer: Society & Politics,"Kokinis, Troy Andreas",SOCI 188D - Latin Amer: Society & Politics (A00),SP24,27(37.04%),"3.65                                             
                                    (B+)",4.00,4.45,4.21,4.56
Sociology,SOCI 188D - Latin Amer: Society & Politics,"Ribeiro Fernandes Da Silva, Germano",SOCI 188D - Latin Amer: Society & Politics (A00),S223,16(18.75%),"3.55                                             
                                    (B+)",8.33,4.92,4.75,4.50
Sociology,SOCI 188E - Community&Social Change/Africa,"Jules-Rosette, Bennetta W.",SOCI 188E - Community&Social Change/Africa (A00),WI24,21(33.33%),"3.73                                             
                                    (A-)",5.29,3.44,3.54,3.61
Sociology,SOCI 189GS - Making of a Modern Colony,"Ribas Norris, Janet Vanesa",SOCI 189GS - Making of a Modern Colony (A00),S123,15(33.33%),"3.98                                             
                                    (A-)",5.00,4.10,3.65,4.22
Sociology,SOCI 190GS - Contemporary Politics in PR,"Ribas Norris, Janet Vanesa",SOCI 190GS - Contemporary Politics in PR (A00),S123,15(33.33%),"4.00                                             
                                    (A)",5.00,4.35,4.05,4.26
Sociology,SOCI 196A - Honors Sem:Adv Studies/Soc,"Shafir, Gershon",SOCI 196A - Honors Sem:Adv Studies/Soc (A00),FA23,8(37.50%),"4.00                                             
                                    (A)",8.33,4.83,4.82,4.64
Structural Engineering,SE 1 - Intro. to Structures & Design,"Van Den Einde, Yael Dahlia",SE 1 - Intro. to Structures & Design (A00),WI24,191(55.50%),"3.40                                             
                                    (B+)",8.16,4.58,4.42,4.68
Structural Engineering,SE 3 - Graphical Comm for Eng Design,"Yarahuaman Chamorro, Axel Arnold",SE 3 - Graphical Comm for Eng Design (A00),SP24,211(40.76%),"3.52                                             
                                    (B+)",12.27,4.10,3.89,4.30
Structural Engineering,SE 9 - Algorithms&Programming for SE,"Kuester, Falko",SE 9 - Algorithms&Programming for SE (A00),SP24,87(32.18%),"3.78                                             
                                    (A-)",4.86,4.09,4.18,4.47
Structural Engineering,SE 9 - Algorithms&Programming for SE,"Kuester, Falko",SE 9 - Algorithms&Programming for SE (A00),WI24,68(16.18%),"3.76                                             
                                    (A-)",6.40,3.86,3.89,4.59
Structural Engineering,SE 9 - Algorithms&Programming for SE,"Batista, Izabela Cristina",SE 9 - Algorithms&Programming for SE (A00),S223,39(33.33%),"3.08                                             
                                    (B)",8.46,4.40,4.35,4.62
Structural Engineering,SE 101A - Mechanics I: Statics,"Chadha, Mayank",SE 101A - Mechanics I: Statics (A00),WI24,70(28.57%),"3.16                                             
                                    (B)",9.05,4.34,4.25,4.51
Structural Engineering,SE 101A - Mechanics I: Statics,"Morrison, Machel Leigh",SE 101A - Mechanics I: Statics (A00),FA23,113(58.41%),"1.98                                             
                                    (C-)",8.94,4.49,4.14,4.22
Structural Engineering,SE 101A - Mechanics I: Statics,"Suarez, Sergio",SE 101A - Mechanics I: Statics (A00),S123,18(27.78%),"2.61                                             
                                    (C+)",9.00,4.60,4.70,4.58
Structural Engineering,SE 101B - Mechanics II: Dynamics,"Kosmatka, John B",SE 101B - Mechanics II: Dynamics (A00),SP24,62(14.52%),"2.77                                             
                                    (B-)",10.56,3.92,4.00,4.34
Structural Engineering,SE 101B - Mechanics II: Dynamics,"Kosmatka, John B",SE 101B - Mechanics II: Dynamics (A00),WI24,76(35.53%),"3.16                                             
                                    (B)",9.85,3.86,3.58,3.46
Structural Engineering,SE 101C - Mechanics III: Vibrations,"Zhu, Qiang",SE 101C - Mechanics III: Vibrations (A00),FA23,151(13.25%),"2.95                                             
                                    (B-)",7.25,3.77,3.74,4.15
